################################################################
# abuse.ch URLhaus Database Dump (CSV - online URLs only)      #
# Last updated: 2025-12-14 03:49:09 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,last_online,threat,tags,urlhaus_link,reporter
"3733194","2025-12-13 21:02:16","http://78.165.95.42:50375/bin.sh","online","2025-12-13 23:40:36","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733194/","threatquery"
"3733195","2025-12-13 21:02:16","http://115.63.55.107:42196/i","online","2025-12-13 23:10:07","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733195/","threatquery"
"3733192","2025-12-13 21:02:15","http://219.155.208.252:57315/i","online","2025-12-14 01:06:35","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733192/","threatquery"
"3733193","2025-12-13 21:02:15","http://120.28.219.42:47379/i","online","2025-12-13 23:10:55","malware_download","32-bit,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3733193/","threatquery"
"3733187","2025-12-13 21:01:15","http://42.238.245.222:45519/i","online","2025-12-14 00:52:12","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733187/","threatquery"
"3733188","2025-12-13 21:01:15","http://221.15.202.135:34536/i","online","2025-12-13 23:47:11","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733188/","threatquery"
"3733189","2025-12-13 21:01:15","http://123.12.245.195:55185/i","online","2025-12-13 23:09:50","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733189/","threatquery"
"3733190","2025-12-13 21:01:15","http://78.165.95.42:50375/i","online","2025-12-13 23:31:37","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733190/","threatquery"
"3733168","2025-12-13 19:18:08","http://178.16.55.189/files/5561582465/eLTIh47.exe","online","2025-12-14 00:01:46","malware_download","c2-monitor-auto,dropped-by-amadey","https://urlhaus.abuse.ch/url/3733168/","c2hunter"
"3733153","2025-12-13 18:20:19","http://91.200.220.143/bins/shadow.x86","online","2025-12-14 00:57:29","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733153/","botnetkiller"
"3733154","2025-12-13 18:20:19","http://91.200.220.143/bins/shadow.mips","online","2025-12-14 00:32:25","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733154/","botnetkiller"
"3733151","2025-12-13 18:20:17","http://91.200.220.143/bins/shadow.arm","online","2025-12-13 23:45:38","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733151/","botnetkiller"
"3733152","2025-12-13 18:20:17","http://91.200.220.143/bins/shadow.arm6","online","2025-12-14 00:53:13","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733152/","botnetkiller"
"3733141","2025-12-13 18:20:15","http://91.200.220.143/bins/shadow.spc","online","2025-12-14 00:18:32","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733141/","botnetkiller"
"3733142","2025-12-13 18:20:15","http://91.200.220.143/bins/shadow.m68k","online","2025-12-13 23:24:25","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733142/","botnetkiller"
"3733144","2025-12-13 18:20:15","http://91.200.220.143/bins/shadow.arm5","online","2025-12-13 23:49:38","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733144/","botnetkiller"
"3733145","2025-12-13 18:20:15","http://91.200.220.143/bins/shadow.i686","online","2025-12-13 23:48:56","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733145/","botnetkiller"
"3733146","2025-12-13 18:20:15","http://91.200.220.143/bins/shadow.x86_64","online","2025-12-13 23:42:22","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733146/","botnetkiller"
"3733147","2025-12-13 18:20:15","http://91.200.220.143/bins/shadow.sh4","online","2025-12-13 23:08:02","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733147/","botnetkiller"
"3733148","2025-12-13 18:20:15","http://91.200.220.143/bins/shadow.i486","online","2025-12-14 00:38:17","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733148/","botnetkiller"
"3733149","2025-12-13 18:20:15","http://91.200.220.143/bins/shadow.mpsl","online","2025-12-13 23:07:48","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733149/","botnetkiller"
"3733150","2025-12-13 18:20:15","http://91.200.220.143/bins/shadow.arm7","online","2025-12-13 23:18:09","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733150/","botnetkiller"
"3733127","2025-12-13 17:08:15","https://hqweb.id.vn/wp-content/uploads/PSBBmYYA.exe","online","2025-12-13 23:57:17","malware_download","dropped-by-Stealc,jopa","https://urlhaus.abuse.ch/url/3733127/","Bitsight"
"3733110","2025-12-13 15:49:10","https://178.16.55.224/sh","online","2025-12-13 23:07:01","malware_download","CoinMiner,geofenced,redtail,sh,ua-wget,USA","https://urlhaus.abuse.ch/url/3733110/","botnetkiller"
"3733111","2025-12-13 15:49:10","https://178.16.55.224/clean","online","2025-12-13 22:52:46","malware_download","CoinMiner,geofenced,redtail,sh,ua-wget,USA","https://urlhaus.abuse.ch/url/3733111/","botnetkiller"
"3733106","2025-12-13 15:49:08","https://178.16.55.224/aarch64","online","2025-12-13 23:07:18","malware_download","CoinMiner,elf,geofenced,redtail,ua-wget,USA","https://urlhaus.abuse.ch/url/3733106/","botnetkiller"
"3733107","2025-12-13 15:49:08","https://178.16.55.224/arm7","online","2025-12-13 23:00:49","malware_download","CoinMiner,elf,geofenced,redtail,ua-wget,USA","https://urlhaus.abuse.ch/url/3733107/","botnetkiller"
"3733108","2025-12-13 15:49:08","https://178.16.55.224/i686","online","2025-12-14 02:32:16","malware_download","CoinMiner,elf,geofenced,redtail,ua-wget,USA","https://urlhaus.abuse.ch/url/3733108/","botnetkiller"
"3733109","2025-12-13 15:49:08","https://178.16.55.224/x86_64","online","2025-12-14 00:55:10","malware_download","CoinMiner,elf,geofenced,redtail,ua-wget,USA","https://urlhaus.abuse.ch/url/3733109/","botnetkiller"
"3733103","2025-12-13 15:46:10","http://w2socks.xyz/uploads/5aba4745e080f54e.msi","online","2025-12-13 23:30:45","malware_download","c2-monitor-auto,dropped-by-amadey","https://urlhaus.abuse.ch/url/3733103/","c2hunter"
"3733104","2025-12-13 15:46:10","https://asfdasas.xyz/ziher.exe","online","2025-12-14 01:04:45","malware_download","c2-monitor-auto,dropped-by-amadey","https://urlhaus.abuse.ch/url/3733104/","c2hunter"
"3733101","2025-12-13 15:46:09","https://radar-help.shop/download-apk","online","2025-12-13 23:47:57","malware_download","apk ,banker","https://urlhaus.abuse.ch/url/3733101/","SanchoZZ"
"3733098","2025-12-13 15:16:09","http://77.110.119.23/wget.sh","online","2025-12-13 23:23:43","malware_download","geofenced,mirai,opendir,sh,ua-wget,USA","https://urlhaus.abuse.ch/url/3733098/","botnetkiller"
"3733096","2025-12-13 15:15:24","http://77.110.119.23/bins/frost.arm5","online","2025-12-13 23:24:42","malware_download","arm,elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733096/","botnetkiller"
"3733097","2025-12-13 15:15:24","http://77.110.119.23/bins/frost.mips","online","2025-12-13 23:30:26","malware_download","elf,geofenced,mips,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733097/","botnetkiller"
"3733095","2025-12-13 15:15:23","http://77.110.119.23/bins/frost.x86_64","online","2025-12-14 01:00:45","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA,x86","https://urlhaus.abuse.ch/url/3733095/","botnetkiller"
"3733084","2025-12-13 15:15:13","http://77.110.119.23/c.sh","online","2025-12-13 23:07:48","malware_download","geofenced,mirai,opendir,sh,ua-wget,USA","https://urlhaus.abuse.ch/url/3733084/","botnetkiller"
"3733085","2025-12-13 15:15:13","http://77.110.119.23/bins/frost.arm7","online","2025-12-14 01:11:16","malware_download","arm,elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733085/","botnetkiller"
"3733086","2025-12-13 15:15:13","http://77.110.119.23/bins/frost.arm6","online","2025-12-13 23:44:18","malware_download","arm,elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733086/","botnetkiller"
"3733087","2025-12-13 15:15:13","http://77.110.119.23/bins/frost.sh4","online","2025-12-14 01:13:39","malware_download","elf,geofenced,mirai,opendir,SuperH,ua-wget,USA","https://urlhaus.abuse.ch/url/3733087/","botnetkiller"
"3733088","2025-12-13 15:15:13","http://77.110.119.23/bins/frost.x86","online","2025-12-13 22:52:04","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA,x86","https://urlhaus.abuse.ch/url/3733088/","botnetkiller"
"3733089","2025-12-13 15:15:13","http://77.110.119.23/bins/frost.ppc","online","2025-12-14 00:42:51","malware_download","elf,geofenced,mirai,opendir,PowerPC,ua-wget,USA","https://urlhaus.abuse.ch/url/3733089/","botnetkiller"
"3733090","2025-12-13 15:15:13","http://77.110.119.23/w.sh","online","2025-12-14 00:32:30","malware_download","geofenced,mirai,opendir,sh,ua-wget,USA","https://urlhaus.abuse.ch/url/3733090/","botnetkiller"
"3733091","2025-12-13 15:15:13","http://77.110.119.23/bins/frost.mipsel","online","2025-12-13 23:18:59","malware_download","elf,geofenced,mips,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733091/","botnetkiller"
"3733092","2025-12-13 15:15:13","http://77.110.119.23/bins/frost.arm","online","2025-12-14 00:27:34","malware_download","arm,elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733092/","botnetkiller"
"3733093","2025-12-13 15:15:13","http://77.110.119.23/bins/frost.m68k","online","2025-12-14 01:01:14","malware_download","elf,geofenced,m68k,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733093/","botnetkiller"
"3733094","2025-12-13 15:15:13","http://77.110.119.23/bins/frost.spc","online","2025-12-14 00:10:23","malware_download","elf,geofenced,mirai,opendir,sparc,ua-wget,USA","https://urlhaus.abuse.ch/url/3733094/","botnetkiller"
"3733081","2025-12-13 15:03:19","http://124.94.84.68:48696/i","online","2025-12-13 23:00:55","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733081/","threatquery"
"3733082","2025-12-13 15:03:19","http://112.249.218.242:48376/i","online","2025-12-14 00:26:01","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733082/","threatquery"
"3733080","2025-12-13 15:03:18","http://123.5.149.201:54383/i","online","2025-12-14 01:10:16","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733080/","threatquery"
"3733079","2025-12-13 15:03:17","http://115.50.224.37:38292/bin.sh","online","2025-12-13 22:48:58","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733079/","threatquery"
"3733077","2025-12-13 15:02:16","http://123.14.96.217:34420/i","online","2025-12-13 22:50:32","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733077/","threatquery"
"3733078","2025-12-13 15:02:16","http://110.37.50.54:53579/i","online","2025-12-13 23:23:25","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733078/","threatquery"
"3733074","2025-12-13 15:02:15","http://110.37.82.79:34944/i","online","2025-12-13 23:07:30","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733074/","threatquery"
"3733075","2025-12-13 15:02:15","http://182.121.152.144:43642/i","online","2025-12-14 00:09:22","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733075/","threatquery"
"3733076","2025-12-13 15:02:15","http://112.198.238.18:49049/i","online","2025-12-14 00:52:35","malware_download","32-bit,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3733076/","threatquery"
"3733073","2025-12-13 15:02:14","http://119.167.5.100:53983/i","online","2025-12-13 22:51:50","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733073/","threatquery"
"3733072","2025-12-13 15:01:15","http://60.211.14.174:53115/i","online","2025-12-13 23:59:46","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733072/","threatquery"
"3733071","2025-12-13 15:01:12","http://119.189.217.154:53829/i","online","2025-12-14 01:04:55","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733071/","threatquery"
"3733047","2025-12-13 13:35:09","http://13.251.28.170/02.08.2022.exe","online","2025-12-13 23:50:11","malware_download","censys,CobaltStrike","https://urlhaus.abuse.ch/url/3733047/","DaveLikesMalwre"
"3733046","2025-12-13 13:34:09","http://47.98.165.119:4321/02.08.2022.exe","online","2025-12-13 23:09:17","malware_download","censys,CobaltStrike","https://urlhaus.abuse.ch/url/3733046/","DaveLikesMalwre"
"3733044","2025-12-13 13:34:08","http://114.66.38.114:85/02.08.2022.exe","online","2025-12-14 00:36:54","malware_download","censys,CobaltStrike","https://urlhaus.abuse.ch/url/3733044/","DaveLikesMalwre"
"3733045","2025-12-13 13:34:08","http://38.246.245.82/02.08.2022.exe","online","2025-12-14 00:12:10","malware_download","censys,CobaltStrike","https://urlhaus.abuse.ch/url/3733045/","DaveLikesMalwre"
"3733041","2025-12-13 13:31:18","http://5.239.212.158:2323/i","online","2025-12-14 00:29:06","malware_download","censys,elf,hajime","https://urlhaus.abuse.ch/url/3733041/","DaveLikesMalwre"
"3733042","2025-12-13 13:31:18","http://129.0.120.134:9999/i","online","2025-12-13 23:10:11","malware_download","censys,elf,hajime","https://urlhaus.abuse.ch/url/3733042/","DaveLikesMalwre"
"3733040","2025-12-13 13:31:17","http://66.68.214.187:48858/i","online","2025-12-13 23:01:40","malware_download","censys,elf,hajime","https://urlhaus.abuse.ch/url/3733040/","DaveLikesMalwre"
"3733038","2025-12-13 13:31:16","http://37.202.158.48:44480/i","online","2025-12-14 00:09:38","malware_download","censys,elf,hajime","https://urlhaus.abuse.ch/url/3733038/","DaveLikesMalwre"
"3733037","2025-12-13 13:31:14","http://211.38.139.97:63042/i","online","2025-12-13 23:38:57","malware_download","censys,elf,hajime","https://urlhaus.abuse.ch/url/3733037/","DaveLikesMalwre"
"3733035","2025-12-13 13:30:23","http://120.157.71.228:86/sshd","online","2025-12-13 23:30:42","malware_download","backdoor,censys,elf,sshdkit","https://urlhaus.abuse.ch/url/3733035/","DaveLikesMalwre"
"3733036","2025-12-13 13:30:23","http://120.157.71.228:85/sshd","online","2025-12-13 23:58:50","malware_download","backdoor,censys,elf,sshdkit","https://urlhaus.abuse.ch/url/3733036/","DaveLikesMalwre"
"3733033","2025-12-13 13:30:20","http://116.103.160.249/sshd","online","2025-12-13 23:29:14","malware_download","backdoor,censys,elf,sshdkit","https://urlhaus.abuse.ch/url/3733033/","DaveLikesMalwre"
"3733034","2025-12-13 13:30:20","http://123.19.244.39:8181/sshd","online","2025-12-14 00:31:22","malware_download","backdoor,censys,elf,sshdkit","https://urlhaus.abuse.ch/url/3733034/","DaveLikesMalwre"
